,,labels,text,ppl
40901,衣服,1,第3次卖了，这个价格非常值得。,6.608012291729355
8663,平板,0,质量太差，连续换了两个都有问题,7.885565265624719
32695,洗发水,0,感觉是假的吧！洗完效果不好啊！,17.775947405704812
3376,平板,1,送货上门真是好，隔天就收到。,19.917531949288804
15302,手机,0,电池不耐用，每天都需要充电！,5.218638931174106
47710,衣服,0,一个星都无才正对的，差差差！,190.1745650168698
28618,洗发水,1,买*还送了袋装的补充算下来便宜,47.79736961480563
47123,衣服,0,快递太慢，服务不咋滴，差评！,18.793030391966624
47143,衣服,0,衣服不好。脚口修改的一点都不好,42.15384479920823
16312,水果,1,味道可以，没打蜡，蛮新鲜的感觉,16.800344688367414
37779,蒙牛,0,叫你们从小不喝蒙牛，不吃地沟油,11.869079304711875
4604,平板,1,性价比高，配送快，支持国货！,7.721169834955046
36599,蒙牛,1,我喜欢蒙牛这个广告的广告词。,7.508473881202405
46849,衣服,0,怎么不是绒的 别说发错了 唉,303.40149233793346
12643,平板,0,SB刚买了就降价，该死的华为,21.880145210883907
59431,酒店,0,作为五星级酒店，设施有点老了,8.649819143051934
13879,手机,1,MP3扩展音质还可以价格适中,3.340410383471563
43145,衣服,0,非常差，地摊货都不如，懒得退了,46.57926575362633
31800,洗发水,0,便宜没好货，东西很差，不喜欢，,12.362555391973354
27505,洗发水,1,清扬不错，京东给力。。。。。。,29.308050059795555
44323,衣服,0,太脏 不知道什么时候的衣服了,17.793134128369378
42834,衣服,1,收到货了，快递很快，很不错哦,4.499701826588905
3752,平板,1,特价买的 价格好 老爷子喜欢,49.051539458156746
33421,洗发水,0,不好，明显和上次的沙宣不一样,17.518496060079872
21270,水果,0,不满意，有几个是坏的，还小小个,29.078591961004204
59168,酒店,0,酒店大堂及客房服务态度很差。,7.624770281016253
5029,平板,1,刚收到货没用呢？不过挺大的。,28.186108905492166
44338,衣服,0,坑死了不值这个价。 被商家坑了,8.931578176578611
46264,衣服,0,裤子不怎样。。差劲。以后不会来,73.36565064024649
36637,蒙牛,1,蒙牛这新包装挺好看的，被它吸引,18.448581322332373
7847,平板,1,这个不能插电话卡 相当不错了,55.2488413313524
39145,衣服,1,东西不错噢，很喜欢，店家也很好,8.873443356378736
9871,平板,0,用了没多久就开始卡！死机！！,9.822231235891708
46016,衣服,0,穿一次就破了，垃圾中的垃圾。,7.356684572896059
46572,衣服,0,一般，颜色也照片上的有点不同,23.496996986983422
33131,洗发水,0,试用装没有发给我，商家黑心了,29.418371175863598
39562,衣服,1,这衣服还可以，穿的挺舒服的。,2.105434563281952
58751,酒店,0,环境一般，卫生不是很好。将就着,8.452844001084587
47332,衣服,0,气味重，还掉色，果然便宜没好货,10.664901503148185
44784,衣服,0,发货慢，快递太慢，裤子味道很大,10.785349147943583
43842,衣服,0,不满意的一次购物，卖家不好不好,6.646872222416446
46086,衣服,0,严重差评，物流慢，态度很不好,11.657690046049945
36649,蒙牛,1,连酸奶也是天杀的蒙牛……霸气！,65.7566974757411
33554,洗发水,0,洗完以后头痒还生头皮屑，不高兴,36.848435087759626
46194,衣服,0,这个就不怎么行啊， 垃圾得很,19.38720255121826
30870,洗发水,0,写着有赠品的，发来说没有，差评,44.94747575096277
8259,平板,0,裸机什么都不送.失望.机还行,21.93715822819556
43611,衣服,0,好几天了，货还没有到，不行的,9.516922045972782
39467,衣服,1,质量不错，大小合适，面料舒适,4.576708221365397
20054,水果,1,好吃不贵，相信京东，购物天堂！,8.764104745417221
25530,洗发水,1,正品，效果还不错，头发掉的少了,5.9044933304089255
4865,平板,1,物流速度很快，机子看着还可以,8.94408745692162
29872,洗发水,1,好用，一直在用，比超市便宜。,3.3714053171827962
19853,水果,1,苹果有点小，凑单买的，支持一下,55.38657267923773
44695,衣服,0,买一样的，但这黑色的偏小很多,25.561528729842152
41581,衣服,1,东西不错，挺喜欢的，价格便宜,3.646072234465717
45945,衣服,0,质量太差，还没有便宜的布料好,16.119441836529155
23469,水果,0,有烂的，反应了情况也不解决问题,15.06855487507461
60414,酒店,0,服务态度不咋滴，服务员不专业,4.680964160978029
14606,手机,0,"外壳很容易被刮伤,材料选的不好",4.924336509950447
26251,洗发水,1,整体还不错，先用下，再来追评。,67.57106724205832
8045,平板,1,音响效果不错，谢谢快递小哥。,6.918734608286618
33781,洗发水,0,感觉假的，根本没有一丁点清香,24.69654517883544
42559,衣服,1,还行，打底用。没什么太大要求,19.119858586582886
39206,衣服,1,反季倾销比地摊货迟便宜二十一件,180.84142581895708
27424,洗发水,1,还没有用哪，也不知道好用吗？,8.699632113152944
42901,衣服,1,物流挺快的 质量不错 挺满意的,13.407282117894864
39462,衣服,1,大小合适 面料舒服 没有色差,10.860196735051021
30540,洗发水,0,收到货，却是套装已拆，不知何故,20.66053476433262
44081,衣服,0,垃圾衣服，领口都是坏的，，，,26.93167872661622
8791,平板,0,这次购买的体验觉得京东很差！,7.683186676620478
32850,洗发水,0,差评，亲身体验，假的，不多说,12.107201083826434
4968,平板,1,物美价廉，，很好刚用，在看看,285.64060854853864
11326,平板,0,质量太差了，不到一个月就坏了！,5.5824657168916945
12474,平板,0,VIP会员卡不可以用 气死我了,3.795536058348081
38839,衣服,1,很不满意 跟我看到的完全不一样,3.358688715079501
19162,水果,1,非常满意，很好吃，脆脆的苹果香,11.990379588657714
41282,衣服,1,质量不错，没有色差，很舒服的,4.274271403114938
42421,衣服,1,手感面料不错，物流快，满意。,18.97577977968378
59419,酒店,0,没有床头灯，大灯，纸巾，太差！,39.739348417951774
33119,洗发水,0,太油了，不好用，一瓶还漏液。,53.98766976194087
12469,平板,0,保护膜没有，皮套没有，太一般了,10.474079709848905
7770,平板,1,挺好的东西，使用起来很方便的,4.404499652927064
60194,酒店,0,不好打车。酒店洗澡没有热水！,18.154494751076662
30471,洗发水,0,性价比不高，价格贵，效果一般。,3.8285345316393746
36636,蒙牛,1,绝对是蒙牛的老酸奶比如实好吃。,274.14476118309176
60061,酒店,0,垃圾硬件、垃圾服务、垃圾餐食！,5.327392129984218
28111,洗发水,1,洗发水的味道挺好，快递也挺快的,10.26307983342691
16801,水果,1,甜中带着点酸，好吃，会继续支持,12.47931642070346
3748,平板,1,活动买的 价格白菜 物有所值,76.939445050098
43263,衣服,0,质量一般般，感觉不值这个价。,3.263766978949597
27883,洗发水,1,有点刺激头皮，太敏感的需要注意,8.336045892352178
27859,洗发水,1,、一直用潘婷，很不错，实惠。,8.138145347973252
5090,平板,1,用着非常好，没办法自己拍自己,6.245111465400362
47955,衣服,0,尺码不符标准，严重掉色，勿拍,18.20676741351724
43767,衣服,0,裤子真差之人，只能用来插脚。,93.69043081739285
44092,衣服,0,质量差，特别是那商标，割皮肤,71.14085044822012
45891,衣服,0,差评 错码 衣服一股味而且太大,97.41297515156768
61251,酒店,0,酒店早餐可以，卫生不好，比较旧,11.253880220881848
10702,平板,0,不好用，玩游戏卡得很，信号接差,12.434915052551199
44272,衣服,0,掉色，把白色鞋，染成黑色了。,30.43207657702983
27286,洗发水,1,比超市便宜，很好用，快递特快,12.432229659027312
58819,酒店,0,出行不便，房间连个插座都没有。,7.4973088502613185
15987,水果,1,苹果一般般，个小还有一个烂了。,25.805619421029913
13461,手机,1,大家都说了，俺在此就不多说了。,3.5869035917250325
32902,洗发水,0,感觉像假的 用起来和以前不一样,14.318721705711155
41186,衣服,1,裤子还行，不错，物流到时挺好的,20.147961302389486
43663,衣服,0,东西太普通太普通了。不建议购买,4.753941250033282
45697,衣服,0,发货慢，订单还取消不了，差评。,15.841358310258137
40392,衣服,1,不错， 穿上很舒服， 款式不错,3.8804259467547726
40507,衣服,1,好舒服好舒服好舒服好舒服好舒服,1.2844405261585432
41171,衣服,1,质量很好！！！质优价廉！！！,3.5462818428867466
39185,衣服,1,大小合适，很喜欢，质量不错，,5.246393641069906
10197,平板,0,差评差评玩个游卡死了动都动不了,46.95070893278069
40350,衣服,1,质量很好，手感也不错，穿着舒服,4.073480593074807
7364,平板,1,一次性买了五个，反应快，高端,5.7725206697264975
30793,洗发水,0,基本很少泡沫，洗不干净，失望,20.424392368454328
7658,平板,1,很好，给老妈用的，老妈很喜欢！,4.75740181321077
3429,平板,1,确实很好，同事说特别特别好！,14.799350122569244
43298,衣服,0,根本不搭边，实物和品牌不一致,17.663722617346618
27845,洗发水,1,还不错啊，就是没有送吹风机。,7.061953240389664
47672,衣服,0,袋子封口用胶布贴的，我也是醉了,22.4789276649038
34497,洗发水,0,不是说有风筒送吗？怎么没看到？,14.429017484565916
10081,平板,0,这个平板真不值，有失华为水准。,10.462706768453545
29350,洗发水,1,东西很不错，可以用很久了哈哈,7.1670432166938225
26900,洗发水,1,为什么618活动过后还降价了,8.469727075481835
16802,水果,1,挺不错的水果，信赖京东自营商城,8.26363123086462
10550,平板,0,买贵了，还申请退款一直没反应,11.496811505974932
27080,洗发水,1,挺好的挺好的挺好的挺好的挺好的,1.7761704202944215
39204,衣服,1,裤子看起来还不错，但有点褪色,6.836493709524213
35188,洗发水,0,感觉有点假。果然是便宜没好货,7.030203476339484
37812,蒙牛,0,太太太恶心了。。蒙牛，去死！,48.611460876232016
45403,衣服,0,衣服还可以，物流不是一般的慢,14.058852062762966
44668,衣服,0,还行吧，我在怏递店找的半天。,298.99011063371165
40680,衣服,1,穿上很舒服 颜色不错 大小合适,6.135738171976624
46187,衣服,0,龟速的物流，其他的就不想说了。,13.817560591954479
27755,洗发水,1,用了几次了，效果还不错，可以买,2.7508278356624203
33039,洗发水,0,刚买完还没收到货呢，就降了*,20.457704685449386
45713,衣服,0,买加绒的给我邮夏天穿的，骗子,105.87816542421471
61225,酒店,0,酒店一般，服务一般。有待提高。,3.22997356527105
35459,热水器,1,目前不错，希望质量过硬，再追评,32.48960077408081
6228,平板,1,看视频很清晰，运行速度也还可以,1.5993249359976354
13386,手机,1,给我的感觉还可以，我挺喜欢的！,2.4113551318949855
59240,酒店,0,环境不错，很干净，交通方便。,3.2648682869071277
39164,衣服,1,很好，与图片相符，买回来很划算,4.900118958156095
15467,水果,1,真心的不错，干净，甜，，味道美,49.924904911781084
39261,衣服,1,做工精致，穿上很舒服，我很喜欢,4.034501253103421
12208,平板,0,发票迟迟不到，售后反应太慢。,7.7675894491266
11270,平板,0,我是自来水，华为的东西就是不行,4.131689366828405
38815,衣服,1,面料不错，颜色正，我非常满意,4.716609192167247
39108,衣服,1,质量不错，面料也很好，满意的一,5.667249831018857
59383,酒店,0,可能住的是东苑，所以不太理想,12.550575158322482
15176,手机,0,质量不好.容易坏.坏了不能保修,4.724402673025895
7681,平板,1,不错，外观时尚，满足我的需求,4.730874092505142
33724,洗发水,0,产品有漏出现象，下回不回购买。,37.98345920396632
38247,衣服,1,很不错，料子很好，穿起来舒服,4.31947250184887
21685,水果,0,味道不怎么样，说的比吃起来好。,22.589085409239733
31838,洗发水,0,差评 现在什么券都领不到 差评,26.06403818239385
8497,平板,0,不是钱的问题，是诚信的问题。,1.5323000470569745
10908,平板,0,刚买完就降价，还没价保，愤怒！,23.06822558560958
30486,洗发水,0,商品的生产日期呢？到处没找着,20.482459002849566
45606,衣服,0,差差差差差差差差差差差差差差差,1.0224430077048479
24299,水果,0,第一次买苹果就这样，坏的有一个,10.446574277491258
5504,平板,1,用着还行，物流很快，信任京东！,11.959511493455327
21250,水果,0,物流太慢，必须差评。苹果一般。,52.25211216333682
42946,衣服,1,质量不错，很划算，老公很喜欢,4.410088286028382
47406,衣服,0,我要的M号给我弄个L号，乱来,27.572612903278337
10178,平板,0,像素很差，屏幕分辨率也不行。,6.8252571504677
4060,平板,1,不是自己用的，大小应该挺好的,5.338115969019595
45163,衣服,0,根本没法穿，和图片一点都不一样,10.390101243698465
43272,衣服,0,买了两条，这条裤子码数偏大了！,11.39368722682861
42295,衣服,1,不错，码数标准，有弹力，修身,33.67320032434502
44435,衣服,0,这么厚，还薄款，一颗星都不想给,23.539289410771
12780,平板,0,货不对版还是要到实体店比较好。,14.286914866718458
47198,衣服,0,差距很大，和我想象的完全不一样,5.36234383403501
31917,洗发水,0,用了几天，真心垃圾，谁买谁后悔,5.981764006411966
35967,热水器,0,宝贝不错，物流也不错，售后差，,6.981001146072136
4697,平板,1,宝贝已经收到，质量非常的好！,7.377572616731276
38762,衣服,1,质量很好，促销给力，值得推荐,3.5466708506288707
35191,洗发水,0,洗完第二天就有头皮屑 还很多,13.93252455932057
10991,平板,0,一般般，几百块钱还想咋样呀！,23.69095444230743
28449,洗发水,1,质量挺好的，挺好用，满意，ok,17.779248085161907
27848,洗发水,1,东西非常好，很好用啊，下次还买,11.760455614957511
3538,平板,1,用了用，不错呦，还挺好的～～,17.90938177297971
31540,洗发水,0,买了四瓶箱子里都洒成这样了…,31.511482660803317
23378,水果,0,苹果是酸的，不好吃………………,5.309323875460705
43440,衣服,0,码数偏大不合适，质量一般般，,8.279413755915305
45547,衣服,0,真垃圾什么破裤子，谁买就是傻缺,27.870067073785403
37862,蒙牛,0,"不爱喝蒙牛, 以后也不会喝.",10.064908929957213
34759,洗发水,0,洗了好几天，很多头皮，不好用,12.72641573103084
44558,衣服,0,差太多 材质布料完全就是地摊货,15.012047960508603
27790,洗发水,1,一直用沙宣，活动价格比较优惠,30.22000794426893
42605,衣服,1,穿在身上很舒服，不错，价格合适,3.920316114373773
16775,水果,1,最终在重中之重重中之重重中之重,4.375996030970629
41620,衣服,1,裤子质量很好，一分价钱一分货~,6.932249449017055
30162,洗发水,1,送货快 价格合适 搞活动买的,17.29851698596437
36642,蒙牛,1,蒙牛的香蕉牛奶……也还不错啦…,36.612056501691285
47456,衣服,0,我想问你还有在垃圾点的吗郁闷,13.392238785087914
38924,衣服,1,试过了，一般般，还好价格不贵,3.9504504905117885
19693,水果,1,烟台苹果确实是最好吃的苹果了。,8.10730597439167
3387,平板,1,有点不适应，早知道就买小米了,7.375061014075418
26785,洗发水,1,物品齐全，用起来还是不错的。,7.389107242520759
11674,平板,0,手机卡托槽容易装反和以前不一样,28.492774593592024
47679,衣服,0,一般般，和街边的没什么区别。,8.69400214161002
44678,衣服,0,太大了什么东西换了和以前一样大,11.14717436949424
14755,手机,0,照像功能太差，摄像头没有保护,4.43091724705817
33096,洗发水,0,怎么跟之前买的不一样，很像假的,11.16733150289604
5502,平板,1,东西不错，帮同事买的，很满意,5.079651925535963
4830,平板,1,一直信赖京东，好东西赞一个！,22.31404532031429
33731,洗发水,0,东西是假的吧，洗了之后好痒。,30.42602866291697
41769,衣服,1,个人很喜欢，很满意，服务也不错,2.261953308663889
31559,洗发水,0,一般般一般般一般般一般般一般般,1.3160455430983606
45412,衣服,0,买小了不能换，所以只能一星了,29.754367148367223
38633,衣服,1,收到了，质量不错，物流快，满意,4.344767912026805
10176,平板,0,没发票，赠品，连膜都不给送张,57.860282788296
43973,衣服,0,不好，裤子洗过以后掉色，发白,15.938928242453773
4348,平板,1,用着不错，清晰很快，很喜欢！,10.949393269788008
5315,平板,1,支持国产，想买大朋友赶紧下单,18.34099508293486
33954,洗发水,0,没有想象中的那么好，都是套路,2.3129514541147147
35169,洗发水,0,我个人感觉浓度不够、有点稀、,4.332917987694394
34328,洗发水,0,假的吧，全家都用洗了都是头皮痒,62.20991395378945
6531,平板,1,太棒了，感谢京东518的活动,19.044625867140688
33730,洗发水,0,跟描述不符，而且刚买完就降价了,5.9184678214594895
14228,手机,1,商务功能、大屏幕、手写都很好、,10.427997025238724
34144,洗发水,0,跟图片不一样，有广告欺诈嫌疑。,3.0974564798864335
47995,衣服,0,穿三天就起毛了，实在是太烂了。,12.579792473442705
42922,衣服,1,还不错，穿着合适，应该是正品,5.518339343182538
7143,平板,1,非常好！运行速度很快，很流畅,4.501023140539666
20955,水果,0,小小的，第一次买，也是最后一次,5.2842726057673906
47446,衣服,0,太差，穿一次穿皮带那扣就线崩了,256.9961452564161
4492,平板,1,用着很好，快递也给力！支持！,12.100588191881302
27500,洗发水,1,618买的618买的，活动给力,33.338245369322344
6435,平板,1,手机还不错，这个价位经济实惠。,3.633687588521144
40175,衣服,1,衣服不错，发送时间长了一些。,19.473373266791658
44279,衣服,0,衣服质量好差 没穿多久就脱线了,15.502339038701088
3914,平板,1,挺好的，轻便，屏幕也大，不卡。,8.450479193715127
19245,水果,1,一直在京东买水果，还是不错的。,4.390575544184885
23151,水果,0,口感还行，都有敲的。销皮才知道,135.03430668769548
26818,洗发水,1,快递员非常给力，京东也给力。,13.43936816584079
28120,洗发水,1,用了很舒服，之前一直用潘婷，,5.542616925854747
40593,衣服,1,面料和质地都不错，摸着很舒服。,3.2096016342505034
3379,平板,1,华为品牌值得信赖，值得推荐。,4.813011907462606
11459,平板,0,差劲，待机状态老是自动关机。,23.783962501335914
39992,衣服,1,挺好的，纯棉的，穿上挺舒服的！,7.044618879882387
24550,水果,0,吗比的，跟假的一样还不让评论,20.671703702537283
5716,平板,1,京东一如既往的好，值得信赖！,6.07758669429699
5725,平板,1,东西不知道怎样，不过应该不错,6.8338104875942225
16363,水果,1,大家看看这?个苹果是红富士风?,139.79207553634714
33311,洗发水,0,全家用了头痒起头皮削，真不舒服,195.87547664677507
6848,平板,1,好好好 真的好 可惜不能打电话,3.607638463485475
31919,洗发水,0,果真是便宜没有好货，应该是假货,6.217271973750107
33479,洗发水,0,是假货，家里人用完，都头皮发痒,14.055890260367049
40518,衣服,1,好好好好好，怎么一个好字了得,13.06089372685781
16906,水果,1,苹果好小一个人吃真好吃口还可以,39.51728029304788
28663,洗发水,1,很划算 还没开始用 希望是正品,8.26026911012262
38205,衣服,1,质量真的很好，店家服务也很好。,6.33714784237244
40143,衣服,1,这裤子很和我心意 第二次买了,14.603570345764046
44880,衣服,0,渣渣 ，裤脚 太大。不给换。,70.27979709581385
22123,水果,0,不能买呀，太小了，没长开，太硬,22.900042815166593
31350,洗发水,0,昨天刚买完就降价，也太快了，,13.093823937208233
8891,平板,0,连一个耳机都不给我 好坏好坏哒,10.645586325767578
6687,平板,1,平板不错，价廉物美，很喜欢。,5.320061204744534
9595,平板,0,快递员 太次了 说不让开箱验货,61.990512772037306
58685,酒店,0,酒店设施太老了！环境也太差了！,11.163700243363513
34384,洗发水,0,生产许可去哪里了？清扬？？？,127.04724423905637
33496,洗发水,0,还没用，包装不好都漏了。。。,22.54638606469498
41403,衣服,1,质量很好，腰身合适，穿着舒适,9.858934296844495
33786,洗发水,0,觉得像假的不，用的感觉不是很好,27.965557513894804
33396,洗发水,0,好像是假的用了后脱发更厉害了?,11.388689018668291
32104,洗发水,0,东西好假，绝对不是正品上当了,47.10964791444355
45719,衣服,0,太差劲了，只能说照片拍的太好了,4.31376531743822
11983,平板,0,电池太不经用了，一天都用不上,8.08963494123302
32005,洗发水,0,这个包装也太简陋啦，都漏出来啦,10.696094635006856
7916,平板,1,一直在使用，不错的，很好，很好,8.176544368279208
42446,衣服,1,第二次买了，感觉没有第一次好,3.121383784367825
7171,平板,1,还不错，麻麻天天用来玩游戏的,9.929130199268357
32428,洗发水,0,客服不理人，要分开发货没理我,66.89576721316577
11971,平板,0,太卡了分辨率太低比手机还垃圾,6.552898730184007
31743,洗发水,0,在灯光下的照射下看少了五分之一,21.208022939204948
46807,衣服,0,一洗就皱得不要不要的，还起球，,19.62657572306898
58279,酒店,0,地理位置繁华，设施，房间陈旧,7.952352627694201
38222,衣服,1,不错很好看，穿上很舒服，蛮有范,7.8561492463472975
46394,衣服,0,一个字差 和照片上完全不一样,7.248191453549002
21613,水果,0,速度太慢、这么热的天，会烂的，,29.52533239371992
41927,衣服,1,一口气买了三件，看着蛮舒服的。,4.559340256154906
34535,洗发水,0,已到货，还没用了，用完再评价,22.879827369843326
61738,酒店,0,1楼没有WIFI，酒店有点老了,37.524691858194146
20167,水果,1,货迟到了两天，感觉味道不怎么样,5.5076901871833135
11951,平板,0,频繁重启，存在质量问题！！！,11.22461467368567
43679,衣服,0,颜色发的不对，衣服料子不舒服,23.442930185622775
36657,蒙牛,1,我对蒙牛的信心啊感动中国。。,102.95126403276264
45512,衣服,0,垃圾货，跟牛仔裤有啥区别，垃圾,6.118245487400497
8227,平板,0,一般般 就是配送的东西几乎没有,9.904908388199125
30534,洗发水,0,不好 头皮屑 就味道好 不要买,69.25906703970807
44038,衣服,0,发过来跟旧裤子一样，觉得亏了,18.421203283111346
5390,平板,1,赠品很多 公司搞活动大家很喜欢,8.885782832508808
10515,平板,0,屏幕分辨率太差，看的眼晕。。。,14.506353063407
26998,洗发水,1,到手还没有用，期待它的效果哈。,9.10888945149439
4493,平板,1,不错啊，支持华为，用起来没毛病,3.180185757281453
40069,衣服,1,很白哦 还不贵 就是我买大了,97.61342987982684
42273,衣服,1,好好好好好好好好好好好好好好好,1.0609204165619612
24733,水果,0,水果仓储有问题有长霉的有烂的。,57.168916003119335
6516,平板,1,非常好用 特别喜欢 价钱也不贵,5.2970546745801546
59547,酒店,0,没有窗户憋都憋死下次不住这里了,85.90132548587229
40202,衣服,1,我是第二次购物了，质量没的说。,2.769927017555241
47991,衣服,0,好渣阿第一次穿就起毛还烂了狗血,105.653898948275
23333,水果,0,坏的好几个，差评，绝对的差评。,6.514262364878171
46417,衣服,0,申通快递太垃圾了，要自己去拿,10.155739405200586
6388,平板,1,性价比超高，大赞，支持国货。,18.73808543375581
7625,平板,1,不错的 运行流畅 快递很给力,14.209062062209448
40512,衣服,1,质量不错，手感很舒服，物有所值,5.288835838305237
44643,衣服,0,质量有点不行，物流时间很慢！,17.303699364936254
47570,衣服,0,"颜色偏差大,网上买的真的不可信",8.639084546049077
27964,洗发水,1,很不错，很好用，多用几天在说。,8.352533820408201
39454,衣服,1,质量还可以，在网上查了是正品,5.003887427859176
44970,衣服,0,面料比较硬，也不薄，不满意，,12.697176210536728
45941,衣服,0,这是我买的最慢的一件京东商品，,3.626733558352338
40911,衣服,1,宝贝收到了 。质量非常不错。,11.1339071206599
15493,水果,1,挺好吃的，价格还可以，送货到家,4.178553990553774
18861,水果,1,是富士，脆甜多汁，个头有大有小,7.349860300528769
45979,衣服,0,色差太大了 颜色和图片根本不符,4.0577354345818835
10089,平板,0,华为垃圾，一生黑，狗屎玩意 。,51.49729291462606
25872,洗发水,1,活动力度不错，看看后面使用效果,10.796630222372917
19418,水果,1,价格合适送货飞快，蛮好的，挺甜,61.625803679758754
61960,酒店,0,一般般，临时睡一晚还可以考虑,9.540405285983363
40927,衣服,1,东西很不错，穿起来很合身舒服,12.849458772208738
41534,衣服,1,物流快，裤子质量挺好，也修身,20.89573002121763
47863,衣服,0,垃圾，什么玩意，真个就是骗局,33.30016645610322
19354,水果,1,很甜，很脆，很好吃，再来一盒。,7.922389109614497
26074,洗发水,1,没有漏液~保质期都在2019年,95.74200723912256
38289,衣服,1,质量不错，挺喜欢的，性价比很高,2.9813245772094845
29608,洗发水,1,活动时买的，很划算 香味很好闻,10.136843493688424
35810,热水器,1,暂时没什么问题，安装费也很公道,10.634512083186003
42569,衣服,1,裤子质量很好，下次还会购买的,11.278453590516435
33102,洗发水,0,希望京东可以让人信任质量可靠,6.2299079520870375
29685,洗发水,1,效果挺好的，味道也比较好闻。,4.229553663681227
34943,洗发水,0,护法的太少 其它还可以 还没用,45.434840123325365
23816,水果,0,一点儿也不好 里面都还有烂了的,17.554658967789102
39677,衣服,1,衣服不错，穿着刚刚合身。。。,19.500533840939624
57537,酒店,0,不值，不是特别舒服，性价比不高,3.068195517522516
43984,衣服,0,一般，款式老，面料比较粗糙，,6.63167432159283
39577,衣服,1,穿起来还不错，一下子买了六件。,5.866624310984271
25468,洗发水,1,快递真快，没得说，东西也不错,8.161725672437289
25808,洗发水,1,这款洗发水不错，个人非常喜欢。,2.6169978811411276
6970,平板,1,不错挺好的，颜色我也挺喜欢的。,5.0456807399554515
29068,洗发水,1,还不错 包装没有她们说的那么差,5.332234906381833
11740,平板,0,包装太恶心，让人感觉不舒服！,9.40076108069809
19105,水果,1,外观一般，口感还行，果偏小些.,58.91815813091594
36629,蒙牛,1,好喜欢喝蒙牛的奶特哦，香草味~,30.780024564880385
41731,衣服,1,衣服非常透气，穿在身上非常有型,4.012646512116317
18931,水果,1,挺好吃的。还不错啊。果大好吃。,18.720210975966783
29952,洗发水,1,第二次购买，很划算，物有所值,3.073629910954162
42828,衣服,1,衣服穿着很合适，厚度很适合夏天,6.449297071742701
29631,洗发水,1,看到做活动就买了，蛮实惠的。,8.761824621931838
29090,洗发水,1,潘婷洗护套装，看起来还不错呀,48.930249594443275
34948,洗发水,0,价格根本不便宜！秒杀是骗人的！,5.583697674472087
16904,水果,1,好甜好碎呢，这是一次愉快的购物,29.41654114570271
37811,蒙牛,0,蒙牛的牛奶 好难喝 再也不买了,23.191479589318682
30851,洗发水,0,不好满头头皮屑。头发痒死了。,28.4903644388337
39601,衣服,1,裤子很舒适，和衣服搭配很适合！,4.992898399086065
15559,水果,1,买给女朋友的。应该还可以还可以,3.865645356633137
39573,衣服,1,裤子很不错 穿着很舒服 喜欢,5.449924019674589
46622,衣服,0,尺寸偏大，换货麻烦，服务太差，,8.789926650059064
32158,洗发水,0,妈的，买贵了，就这两天降了*,126.32835953754288
12150,平板,0,骗子 掉价几十快 才买几天！,250.76680336590732
33475,洗发水,0,买了以后就后悔，全是日本货。,5.8972335856138205
46631,衣服,0,没有诚信！！买3件没送内裤！！,24.777502171504615
38274,衣服,1,质量不错 款式也好看 非常喜欢,2.228750188578906
42218,衣服,1,衣服手感不错、没有色差、好评！,10.972217280032915
9744,平板,0,搞什么 送东西这么慢 要5天,11.401537771393654
44405,衣服,0,差不多一周时间，今天刚看见的,11.315126414368448
18648,水果,1,苹果非常不错，大小合适：甜味够,13.328911318237264
6329,平板,1,东西已收到，快递小哥服务杠杠滴,31.975658966592945
26907,洗发水,1,一直在京东买这个清扬的洗发水用,43.72674577795592
6539,平板,1,很好啊，用了很久才来评论的。,7.583775959965659
11867,平板,0,坑货 用没多久屏幕成这样了。,20.871745675268844
17156,水果,1,好吃，又甜又脆，还会继续买的！,9.847180919666418
44426,衣服,0,这裤子竟然有个洞，我也是醉了,1.9638132508795478
45718,衣服,0,穿了15天就破了，，，，受不了,9.434767206167106
60872,酒店,0,卫生间居然有没有打扫的死蟑螂,13.341614190425929
3613,平板,1,暂时还没有毛病，用着看吧……,16.94236897879808
31829,洗发水,0,说好的吹风机呢，，，，不太满意,4.783738745110556
26940,洗发水,1,一如既往的好，比超市便宜还实惠,3.9061611389736406
35917,热水器,0,安装花了240元感觉很无语。,26.185353136123368
38718,衣服,1,非常不错，摸起来质量手感都很好,2.9246022058524757
40166,衣服,1,非常不错。颜色和质量都很好。,4.078237125913986
11784,平板,0,买了才2天就降价，让人极度不爽,8.195602178151796
37533,蒙牛,0,坚决抵制傻比话！ 抵制蒙牛！,85.28181276245603
44553,衣服,0,希望这款会舒服点，包装太简单,12.323649937585225
60041,酒店,0,非常差 没有窗户 一点也不干净,9.766961916555994
16732,水果,1,好吃，非常甜，我经常买这个苹果,6.788422150434759
39452,衣服,1,衣服还行，里面是我喜欢的格子,8.780614812310963
34760,洗发水,0,不好用！真的假的啊，洗完特别干,8.552664746587743
6356,平板,1,很好很好很好很好很好很好很好,1.6094975701477336
11716,平板,0,刚买就降价一星是给快递小哥的。,40.7929035684608
45016,衣服,0,很小，完全穿不进去，很窝心。,15.764813604536451
42395,衣服,1,大小合适，很合身，穿着很舒服,12.595243259424674
25796,洗发水,1,洗完了没什么味道，挺好的，清爽,5.708726041471319
27990,洗发水,1,买回家，媳妇就用了，感觉很好,4.748457309246363
30804,洗发水,0,东西到了 包装太差 都损坏了。,60.18385254865961
61496,酒店,0,就是方便，离机场近，其他一般,3.9319573131081036
38348,衣服,1,牛仔裤己收到，与商家描述一致！,51.07887611577768
30020,洗发水,1,不错的一次购物，很是满意哦！,5.0535461468797545
